Name,FGID,MLBID
Jake Garland,sa3020077,687195
Jordan Mikel,sa3015094,690464
Andrew Magno,sa3010824,687841
Matt Carasiti,13276,571539
Sal Romano,13690,607219
Triston McKenzie,18000,663474
Brendan Hardy,sa3008290,682132
Blair Henley,26190,668874
Sam Carlson,sa3005015,672277
Tommy Mace,sa3018140,676390
Reid Morgan,sa3009860,681539
Luis Angel Rodriguez,sa3005435,678296
Ryan Shreve,sa3010555,662914
Ron Marinaccio,23488,676760
Patrick Wicklander,sa3017304,677353
Jack Ralston,sa3011296,667652
Zac Leigh,sa3017873,684949
Joel Peguero,sa917689,666711
Michael Flynn,sa3006803,663901
Sam Whiting,sa3023078,688519
Mason Fox,sa3007460,663674
Tyler Zuber,20379,676604
Daniel Duarte,17480,650960
Austin Davis,17117,656354
Cristian Hernandez,sa3005836,678707
Cade Gibson,sa3019914,806188
Luis Curvelo,sa3008169,681168
Anthony Vizcaya,sa657689,622415
Zach Bryant,sa3011368,687926
Keylan Killgore,sa3008069,681154
Jacob DeLabio,sa3017011,700832
Blake Holub,sa3018147,700183
Zac Houston,sa874155,667677
Russell Smith,sa3018191,669080
Mychal Givens,10430,571710
Seth Elledge,19766,676220
Luis Velasquez,sa3010135,686433
Brad Lord,sa3020812,695418
Dale Stanavich,sa3019833,689359
Josh Hejka,sa3011152,691196
Jamison Hill,sa3017935,695318
Abdiel Mendoza,sa916829,665959
Chandler Jozwiak,sa3017307,685001
Brayan Castillo,sa3006544,678899
Justin Garza,19784,621057
Jeff Brigham,16631,656257
Evan Shawver,sa3017780,686900
Patrick Weigel,17792,622256
Jackson Kelley,sa3020755,805958
Anderson Paulino,sa3007991,678255
Kyle Wilcox,sa857699,664048
Matt Pushard,sa3019955,690155
Eury Ramos,sa873729,660756
Edwin Escobar,10337,546276
Peyton Alford,sa3016843,688230
Trent Palmer,sa3014491,694382
Cayne Ueckert,sa3010789,681145
Geronimo Franzua,sa597245,601980
Colin Peluse,sa3011126,668761
Jimmy Endersby,sa3014921,684544
Carlos Guzman,sa871477,664346
Sam Benschoter,sa3017639,680397
Stephen Jones,sa3009935,682240
Jacob Kostyshock,sa3011245,686783
Nelson L. Alvarez,sa3010783,670389
Drew Strotman,sa3004584,675977
Sean Newcomb,16943,656794
Lenny Torres Jr.,sa3008329,678013
Josh Roberson,sa3007721,675963
Andrew Bellatti,10657,571479
Adam Wolf,sa3007587,663684
Carlos Betancourt,sa3006600,678640
Zane Morehouse,sa3023062,689557
Nate Dahle,sa3020476,695242
Daniel Bard,7115,453268
Will Mabrey,sa3020709,801412
Bobby Milacki,sa3007216,673872
Orlando Ortiz-Mayr,sa3018181,689508
Cole Percival,sa3014919,676931
Lincoln Henzman,sa3005187,669205
Jason Blanchard,sa3010313,687836
William Fleming,sa3017314,694389
Ben Bowden,20198,641386
Aaron McGarity,sa873280,641849
Miguel Rodriguez,sa3006570,678279
Kade Morris,sa3023206,695034
Jack Carey,sa3017887,681004
Eric Pardinho,sa968102,672078
Carter Loewen,sa3014844,659389
Tanner Rainey,17610,663432
Cam Robinson,sa3005216,676515
Dakota Chalmers,sa875017,663793
Nick Garcia,sa3014501,694356
Trey Benton,sa3015034,668998
Ryan Langford,sa3020880,679622
Chris Ellis,16125,595939
Colton Johnson,sa3017750,687439
Andre Granillo,sa3016913,701552
Kelvin Caceres,24681,680983
Cy Nielson,sa3020321,686951
Joe Nahas,sa3011679,687481
Ryan Middendorf,sa3019506,805437
Dylan Coleman,22276,669395
Valentin Linarez,sa3006557,679066
Caleb Freeman,sa3011339,673965
Brad Case,sa3007613,681902
Alec Barger,sa3010566,681897
Dany Jimenez,21170,666204
Erasmo Ramirez,10314,541640
Robert Kwiatkowski,sa3014929,688984
Jaycob Deese,sa3020376,671600
Jonathan Hughes,sa3014908,663670
Chance Adams,18135,664856
Jimmy Burnette,sa3017367,694787
Triston Polley,sa3010258,687423
Parker Dunshee,20018,670161
Blake Taylor,16418,642130
Andrew Moore,sa3016795,681097
Ian Churchill,sa3020234,686657
Carlos Tavera,sa3017536,679857
Naoyuki Uwasawa,33828,683822
Jarod Bayless,sa3010236,663681
Travis Kuhn,sa3009928,674047
Miguel Cienfuegos,sa3020816,800550
Cameron Junker,sa3010365,669668
Kevin Abel,sa3017879,674265
Tanner Kiest,sa738380,641750
Ty Tice,20177,676709
Jose Geraldo,sa3016295,702751
Guillo Zuniga,19588,670871
Kyle Bischoff,sa3022176,680253
Joshua Cornielly,sa3005890,681739
Will Bednar,sa3017844,687218
Jake Haberer,sa3008514,683065
Danis Correa,sa3002980,672550
Jack Hartman,sa3018250,689713
Daniel Harper,sa3020316,679702
Jeisson Cabrera,sa3006501,678922
Taylor Floyd,sa3011367,687905
Peyton Pallette,sa3020742,688883
Mitchell Stumpo,sa3011585,686933
Elvis Alvarado,sa919291,665660
Alex Hoppe,sa3020836,695380
Austin Brice,17237,592169
Juan Mejia,sa3003159,675848
Dan Straily,9460,573185
Kyle Barraclough,13713,607457
Nigel Belgrave,sa3023180,811310
Wesley Moore,sa3020796,667744
Wandisson Charles,sa874818,664301
Paolo Espino,8246,502179
Chase Plymell,sa3017985,684384
Jordan Holloway,20631,656548
Christian Suarez,sa3009222,682949
Michael Bienlien,sa3010649,669624
Gerardo Reyes,16306,622103
Jack Little,sa1115817,669193
Danny Watson,sa3017952,702130
Evan Justice,30008,687145
Trevor Kelley,18454,665001
Brandon Johnson,sa3020610,699489
Jacob Wallace,sa3010374,686608
Christian Romero,sa3016260,699071
Jake Pilarski,sa3020685,702355
Riley Pint,21858,666207
Michael Arias,sa3017036,683522
Michael Dominguez,sa3011198,686597
Hunter Strickland,7836,519326
Nick Swiney,sa3014542,676464
Jordany Ventura,sa3008542,683094
Juan Zapata,sa3005452,679033
Eddy Yean,sa3006543,678868
Tommy McCollum,sa3017204,695294
Wander Suero,15855,593833
Sam McWilliams,sa829124,656726
Kenyon Yovan,sa3016839,668719
Jack Sinclair,sa3017596,695378
Bradley Hanner,sa3010837,690440
Juan Sanchez,sa3005444,678738
Jake Reindl,sa3011523,667429
Stevie Branche,sa3014866,688857
Alejandro Torres,sa3023265,687776
Joey Krehbiel,13707,607216
Haden Erbe,sa3020462,669652
Andrew Walling,sa3020319,681003
Jordan Weems,13190,607179
Alfredo Zarraga,sa3018276,700287
Michael Gomez,sa3008454,676546
Steven Wilson,20353,621051
Randy Labaut,sa3010615,665178
Sheldon Reed,sa3017382,663477
Ryan Cusick,sa3017385,680743
Brandon Hughes,23460,676714
Melvin Adon,sa873314,661536
Adrian Hernandez,sa3006177,681753
Andrew Baker,sa3017196,687900
Ivan Armstrong,sa3006358,678371
Calvin Coker,sa3007932,681085
Larson Kindreich,sa3017505,695465
Austin Smith,sa3017071,694518
J.C. Flowers,sa3011493,669001
Chase Anderson,6895,502624
Spencer Bivens,30226,702352
Jacob Webb,sa3017547,701288
Gerson Moreno,sa736656,642575
Harold Chirino,sa917637,666785
Bryce McGowan,sa3017786,700245
Kevin Kopps,sa3017005,667434
Reid Birlingmair,sa3007473,679304
Beck Way,sa3014462,694360
Johnathan Lavallee,sa3017993,702300
Jose Cruz,sa3024843,821781
Brendan Cellucci,sa3011710,676454
Todd Peterson,sa3011334,668720
Tyler Guilfoil,sa3020113,805965
Regi Grace,sa3008101,681322
Nick Krauth,sa3015006,689242
Owen Holt,sa3017861,700177
Austin Pruitt,15290,643493
Justin Kelly,sa3017072,702124
Donovan Benoit,sa3017464,687630
Andrew Dalquist,sa3011841,686643
Bryan Shaw,8110,543766
Kendall Williams,sa3011674,683086
Jonathan Brand,sa3020567,701213
Frankie Scalzo Jr.,sa3017724,700794
Holden Powell,sa3014854,676026
Will Childers,sa3021720,682999
Gerardo Gutierrez,sa3005379,677916
Ivan Oviedo,sa3016038,699212
Juan Morillo,sa917772,666661
Jordan Jones,sa3009984,669437
Andre Scrubb,20329,668687
Eli Villalobos,20408,681871
Jhosmer Alvarez,sa3005437,678493
Dylan Heid,sa3019113,695327
Andrew Vasquez,19482,607755
David Morgan,sa3020260,688158
Keyshawn Askew,sa3017916,681094
Clay Helvey,sa3007459,663627
Carlos A. Francisco,sa3010827,687956
Ben Harris,sa3017779,677946
Shohei Tomioka,sa3014808,693388
Scott Engler,sa918353,670081
Carson Rudd,sa3014812,695297
Brooks Crawford,sa3011554,663883
Ben Madison,sa3008173,681823
A.J. Alexy,22343,669935
Jonah Dipoto,sa3010776,665167
Conor Grammes,sa3011651,682202
Antonio Menendez,sa3018799,694674
Peyton Williams,sa3010813,686964
Damian Mendoza,sa3005430,677604
Michael Boyle,sa857604,664082
Raul Alcantara,12790,593417
Alaska Abney,sa3017308,685095
Jared Kelley,sa3014471,691721
Antonio Knowles,sa3017387,682087
Blake Townsend,sa3010125,678620
Jorge Juan,sa3005826,678478
Jayvien Sandridge,sa3007621,682144
Listher Sosa,sa3009725,683538
Tyler Thornton,sa3018229,696263
Andrew Bechtold,sa829787,657510
Andrew Schultz,sa3010782,669697
Noah Murdock,sa919012,668716
Nick Richmond,sa3011538,689968
Ricky Karcher,23449,676689
Hunter Parks,sa3017640,688609
Wilkin Ramos,sa3006487,678576
Austin Vernon,sa3017138,694391
Vin Timpanelli,sa3014814,695935
Eric Torres,sa3017262,701539
Helcris Olivarez,sa3002965,672487
Andy Rodriguez,sa3020863,701259
Corey Avant,sa3023137,813895
Jake Rice,sa3017593,687095
Elison Joseph,sa3015306,693176
Alimber Santa,sa3015478,695001
Bryan Chi,sa3020958,701261
Jorge Benitez,sa3004462,676221
Carlos Romero,sa3003106,673395
Chase Wallace,sa3015105,675991
Ryan Sublette,sa3017781,690922
Wyatt Olds,sa3017539,681544
Kasey Ford,sa3017099,687271
John Matthews,sa3010311,687397
Brayan De Paula,sa3005070,675527
Thomas Farr,sa3017720,686671
Jared Southard,sa3019951,683177
Cody Scroggins,sa3011417,667414
Gil Luna,sa3017301,669431
Florencio Serrano,sa3010124,677568
Jacob Meador,sa3020385,687138
Julio Rodriguez,sa3007992,680588
Carlos Gomez,sa3006699,680622
Felix Cepeda,sa3005445,678743
Jake Gozzo,sa3014979,689214
Garvin Alston,sa3010238,664691
Seth Clark,sa3020630,806095
Carlos Meza,sa3019059,800158
Carlos Garcia,sa3006590,681603
Bryce Hubbart,sa3020323,687114
Billy Sullivan,sa3014918,676907
Seth Corry,sa3004648,671288
Connor Sadzeck,13483,592712
Jacob Heatherly,sa3004736,669436
Zach Barnes,sa3017203,695071
Jared Solomon,23425,676660
Ethan Routzahn,sa3017206,701240
Pedro Santos,sa1171936,683726
Tanner Dodson,sa3007008,663541
Grant Ford,sa3010625,687352
Nathanael Heredia,sa3009986,678975
Andrew Marrero,sa3016941,687817
Angel Reyes,sa3006985,681938
Jaime Melendez,sa3010660,686459
Jonny Cuevas,sa3017931,681328
Trey Riley,sa3007611,681803
Ben Onyshko,sa3008096,647306
Luis Reyes,sa737048,642530
Eduarniel Nunez,sa3005284,674384
Luis Mey,sa3010130,682825
Michael Hobbs,sa3017498,669419
Leonardo Taveras,sa3002934,672405
Kelvin Bautista,sa3006491,678654
Dan Hammer,sa3011525,669285
Jake Brentz,17783,641394
Tyler Baum,sa1054042,666121
Juan Nunez,sa828600,650994
Wander Guante,sa3009851,685588
Ricky DeVito,sa1116003,683740
Edwin Nunez,sa3014813,695835
